lw,Jawcheckbone,dadhijaw,left1lcenter,left2lcenter,left3lcenter,left4lcenter,left5lcenter,left6lcenter,left7lcenter,left8lcenter,left9lcenter,right1lcenter,right2lcenter,right3lcenter,right4lcenter,right5lcenter,right6lcenter,right7lcenter,right8lcenter,right9lcenter
1.7798024787677151,1.1654690307191098,0.31053091788349885,0.3788477133527343,0.4592294608080428,0.5216120569027927,0.6908174704347216,0.6026822200629364,0.771178735653509,0.8545550363038541,0.9615591577538216,1.128397880890611,0.4653133430039596,0.585702338060521,0.6686519564015089,0.8633502722397269,0.7686410090071131,0.9456219590308281,1.0309112561779834,1.1237334656566824,1.2680780865430226
1.8007838464937214,1.1555157961043232,0.33354157609109003,0.3517429304720284,0.4354844589710995,0.5008287750765322,0.6811870888074961,0.5874873282371672,0.7669731309239541,0.8523146353869724,0.9581430557359589,1.1248172472739615,0.4886955596326665,0.6099444206635051,0.6950323402415273,0.8968658727581806,0.799500039089568,0.9789519302849203,1.066631415402288,1.1583929600884653,1.3017375001220004
1.7861592590750834,1.1499240152280321,0.3413628786584825,0.3393270299785382,0.42351963055577485,0.4880373159742608,0.6635354672727888,0.5726507745525192,0.7483803719961184,0.8327096682839533,0.9362311509511608,1.105619804883327,0.5038227065088658,0.6241900869247163,0.7088121101036686,0.9051848241233394,0.8102938078421573,0.9888387631792637,1.0785088824847504,1.1730272335826326,1.3186209863514207
1.798292137228727,1.1639906979612409,0.3223776586696344,0.3196232154145214,0.39694622532411944,0.45686059526108097,0.6236270075731475,0.5366759058798545,0.7032929725904455,0.7852237100229102,0.888716156720042,1.0594655772739197,0.5177797283200569,0.6399642047470805,0.725060039349538,0.9267321852083624,0.8292651757886682,1.0114491753337076,1.0974094241530918,1.1858626244530983,1.3311126341646793
1.6656285330219396,1.1448220632621415,0.31714820275144895,0.43566322751153297,0.5408625697955278,0.6162768579968035,0.7989027574426943,0.7096070923351654,0.8713320789767797,0.9438161238073756,1.0360248231269842,1.1904841080375899,0.4486705642334677,0.5626725423279144,0.6442457507361385,0.8417324690020729,0.7435946384818224,0.9209641613001468,0.9957400785392841,1.0833061732602207,1.2206873659841895
1.6346297073080822,1.1334444861378792,0.3080542765622369,0.5157232348441934,0.6260142170061225,0.7060565072939898,0.901637225408815,0.8057584676731625,0.9865702589446157,1.0701087425796496,1.1614005948879818,1.313276142396334,0.38834648697193613,0.4949099104829172,0.5721861766193319,0.7517024678652687,0.6634315142322922,0.8275540664202677,0.9010025522627969,0.9879564556600098,1.1233383659923042
1.6846050823298198,1.1661370709234082,0.28309269193196085,0.5282741849082698,0.6418254644367728,0.7246021302240511,0.9260272228201009,0.826594966725198,1.0076669928515933,1.0915629124521373,1.1900110873127006,1.3497839652117185,0.34591427991495466,0.44243715916416704,0.5111664154573465,0.6728375817108773,0.5926383276595224,0.7410268754549364,0.8058878913977915,0.891697438654095,1.0260716474696194
1.7097598893036,1.1612069943158996,0.29081946871113035,0.5162397198357445,0.6294096724292014,0.7113347801549638,0.9072135663076737,0.8117231105603542,0.9910895428747503,1.074031298066836,1.167184166210299,1.3291041703036521,0.3450601315727726,0.4398034321942521,0.5087389901502505,0.6721361392403189,0.5909616223399281,0.7423764199043765,0.8138930824307672,0.9044121820922185,1.046661586091381
1.6833812747289303,1.1480910204060355,0.32612639179204433,0.4639906338408855,0.5810771591046037,0.6653807428838193,0.8749473060793047,0.7719784541335767,0.9559768012491034,1.034719480108782,1.1168223769855437,1.2601579944867998,0.43022734237806765,0.5362300627642911,0.6141430133519202,0.8042939130139088,0.7112925728288522,0.8821453303262186,0.9601763922206986,1.0410820516923767,1.1827880452733974
1.6796922628531925,1.1369155692115576,0.32637432119462517,0.4728119176002537,0.5909244870303405,0.6773282765324664,0.8875954610863576,0.7851847284379624,0.9700602987664364,1.0477010895607148,1.1316807408487837,1.2726799385592167,0.41375665650380716,0.521945052348123,0.6011383788378815,0.7975235157752718,0.7008193516973754,0.876326835490561,0.9517130960539598,1.0331140213222219,1.1782754094905998
1.6826923576846888,1.1372622693244447,0.3366193901140375,0.4933333851514122,0.6136344310639746,0.7013236508277875,0.9153777419110112,0.8114265115729814,1.0000664680222349,1.0796666083151862,1.166448933402648,1.3073182559968084,0.4014921058964236,0.5085233096010119,0.5866913478025396,0.777234280740605,0.6840385743082487,0.85652301740731,0.9288281266416791,1.0149439566351943,1.1455947776240225
1.6736196681344848,1.1524173992964686,0.3211413074291762,0.4764495819111246,0.5924853475384959,0.6772600573290705,0.8840066784607009,0.7827291951040575,0.9680000629650619,1.043076920452638,1.1290452399173139,1.2781614047650296,0.41486951468625366,0.5175762636105431,0.5915350378605246,0.7756455438258085,0.6846427114442947,0.850420176369048,0.9222986930506991,1.0091971635370955,1.1452507223210762
1.6665159370605314,1.1358528957280145,0.33125957400578215,0.46494760097339105,0.5835559610297623,0.6706360853364488,0.8807424549640581,0.7786229174822886,0.9628004632688764,1.0411350909029105,1.1293399882381376,1.2778500707746179,0.4199745386744226,0.5252881115802122,0.604207403000138,0.7962293579180005,0.7029252181041247,0.8764510699580116,0.9499560706170348,1.0374984516337675,1.1795186699400906
1.6600924836551558,1.1421929815119483,0.32253245832206706,0.4448347119613849,0.5597214289879764,0.6434040041434769,0.845293125688596,0.7472079797337565,0.925761358997765,1.0016699503489785,1.0857191515493771,1.2182174535373833,0.4434732501968886,0.5516526887520089,0.6305857710901599,0.8257082536215985,0.7293638962604643,0.9072347749171974,0.9782097052933929,1.0632404396470667,1.2050400774522
1.6633049386730134,1.1435860209880935,0.314599549458135,0.4481078546771428,0.5617298340391159,0.6442473469941663,0.8471449917146954,0.7478256812308046,0.9303733604486205,1.0057927044735846,1.0893978261965296,1.2331647993932582,0.44353000210834675,0.5483356937481856,0.6252601790555103,0.8128861464468549,0.7210303779286485,0.8906548193890843,0.9637542507970386,1.0489408560576368,1.190107923115532
1.6781747561534601,1.139837837291811,0.3313757666438711,0.4497926353861898,0.5659047523667972,0.6499022948618544,0.8556898815921474,0.7552150545340345,0.9376620695360667,1.01038871031609,1.0943675232890107,1.2337267064413913,0.4446086472068849,0.5511218560982243,0.6315675336594784,0.827248061588953,0.7300604189881095,0.9067270191416965,0.9828148982318152,1.0696682684500323,1.2127574376488397
1.6717471550209622,1.1424858835619387,0.3322385626188564,0.46114816678216763,0.579352156379749,0.6659453479429212,0.878001350602269,0.7746479582007469,0.9604380894602549,1.040810528716995,1.1229085401305077,1.266960833026663,0.43427309752203197,0.5437044649879117,0.6223735862976478,0.8181465628378792,0.7215977696255327,0.8953879148929991,0.9680880248569349,1.0524509428007411,1.1849974352791248
1.7250656896642418,1.1688513718920834,0.2865313435926381,0.4418255816238175,0.5588518764025758,0.642595802436615,0.8531622877289119,0.7489135104094548,0.9439535071985851,1.0320505896753676,1.1114253694671044,1.2350913745258831,0.45718117668066416,0.5538055170790077,0.6246228429524336,0.8184121971691292,0.7189655448535947,0.905185167095425,0.9936072636222624,1.087782093221453,1.2208101596396643
1.7172697088159241,1.1740952891520162,0.2820350459829634,0.44629477271612505,0.5642771816332741,0.6487299194585627,0.8631677074796262,0.756644903807692,0.9554780616868473,1.0446504047006246,1.130625882682974,1.2579668112997395,0.45720363382868573,0.5549771294798728,0.6255235723176849,0.8160793033439997,0.7186461603797254,0.905991338811345,0.9932937490651337,1.0846645987033574,1.2251150638324462
1.7232314923114058,1.1698426867153706,0.29360481839996905,0.4489601117483881,0.5652018995730177,0.6476005935012353,0.8552438376220893,0.7527585438097869,0.9438076188318766,1.0344537077581604,1.1189814176801753,1.2437626742383854,0.4476660623794869,0.5443649225795187,0.6142234957597322,0.8077878563201998,0.7078694281497034,0.8961003043469056,0.9851609722439564,1.080221189236593,1.2186363995148803
1.6125659910747983,1.1433544844257018,0.3329591666276296,0.3769472251681946,0.49602449346888183,0.5792904352977164,0.7763068730680657,0.6809113450544536,0.8534590028358476,0.9261899474311499,1.0060117905786563,1.1371622773613437,0.5424810053103507,0.6632936159774354,0.749442871007693,0.9561720729741204,0.85551431637818,1.0432747827546545,1.125611064096491,1.2197961152984127,1.354830162617762
1.585174651790272,1.1472991679105127,0.32729166501929835,0.38233357690813985,0.5033997797613756,0.5872893562572423,0.7854515911003721,0.6904440972450814,0.8592107237555096,0.9326992272982472,1.0132414545923556,1.1384473873621468,0.5507221339169844,0.6731558213297683,0.7606387696415777,0.970014294422872,0.8690765200440551,1.0524297645109568,1.136060864649522,1.2251584103820854,1.3609044306878735
1.565855208075121,1.1376576213252505,0.32735190671245296,0.3865230041072978,0.5082977894280318,0.5932426441008605,0.7898464205142061,0.6957397954021235,0.8667863862135017,0.9399901665254177,1.0171481514803313,1.144106137574531,0.5522208550494048,0.6747418135146841,0.7624942040930027,0.9714620047254812,0.8703071565676388,1.0559835178396138,1.1376268413635027,1.2323631645210884,1.3673375243143673
1.5872726560481492,1.1503788446504015,0.32449493671276086,0.37723759487089487,0.49688948523275295,0.5794977387021104,0.775525197698259,0.6816289490429843,0.8525818249826044,0.9251014798243141,1.0066629983229325,1.1350225850638964,0.5561700971905444,0.6779550078667419,0.764276184672187,0.9719932221032421,0.8715739023898358,1.0540835642681878,1.1384523579074242,1.2266766316244253,1.3655054222456589
1.6921526084889584,1.196596470880838,0.26831900996159935,0.4729723546902886,0.5958594474696621,0.6818361796582858,0.9005284581859625,0.7925134774978371,0.9940507164489658,1.0777507482218556,1.152473913466218,1.2682659606310702,0.4494929253066692,0.5572726745801093,0.6331780439542307,0.8410820693918032,0.7359699892150771,0.930536892414015,1.0155325820985481,1.0959634079599594,1.2215897047813404
1.6782529871738625,1.206130413298385,0.2590238887885279,0.48160325227485834,0.6040249073034943,0.6891980212598746,0.9055464281145178,0.7979244883374352,0.9963456404327878,1.077542203320208,1.1536541129844706,1.2655445803370013,0.4429852784787097,0.5482563516730522,0.6228703943444823,0.8268771684859448,0.7229256250777969,0.9164034063087902,0.9999443906581924,1.0836110816274376,1.208109102949911
1.631120563363745,1.1584246989478786,0.2858964266749211,0.6209342844301328,0.7894912236105635,0.8970529203614983,1.1334314370549325,1.0237856250279413,1.2204029695953091,1.3028959988247317,1.3645459800849098,1.455381447725189,0.3136408479662364,0.37583296503918406,0.4349240702921161,0.6362408581642739,0.5213816813149634,0.7559446884872668,0.8685703630150284,0.9818326460644591,1.13176069994027
1.709142378415834,1.1780903263148699,0.2687325536527683,0.3119007819575753,0.4184869373512447,0.4909321638733852,0.6568790534808254,0.5776734367098812,0.7227433190614112,0.7921166094811476,0.8690650862403488,1.003474970867842,0.5533770242778088,0.6387074846536496,0.7037838188844442,0.875681444907018,0.7867786896958243,0.961744905288986,1.0473620924955538,1.163994961767377,1.3452915397906127
1.687255081021221,1.180617060733237,0.2722196662667046,0.3372435879652199,0.4452200280611707,0.5184931435120858,0.686385042106467,0.6056781822123307,0.7525325956172597,0.8211181522712191,0.8959971987806172,1.0327309239177125,0.5325044988145795,0.6166217222004741,0.6806092606577518,0.8516520526167356,0.7628966563259003,0.933278323747144,1.0186516191924813,1.134585062028425,1.3189172045325162
1.7025941616589544,1.1902826998512106,0.26078476382689225,0.3217921932570598,0.4262440042976518,0.4972126503529576,0.6609120228826189,0.5823811840142661,0.7277265026570379,0.7966568256189729,0.8760933406335663,1.0093243069209425,0.5425255265795739,0.623072948854588,0.6859878881213147,0.850788149891446,0.764848942513128,0.9352296731811726,1.0205962966018607,1.1368243620558494,1.3195811525040293
1.6658471715075969,1.1672663048175635,0.2686263745304794,0.3801814935506564,0.49442460799437676,0.5711026752028683,0.7459627035709295,0.6619698081426995,0.8167378011318747,0.8901509367630661,0.9714243227516166,1.1051560868829955,0.4935118596959509,0.5738125952964855,0.6368814590818237,0.8035334394495003,0.7162898439108734,0.8867493142596228,0.9675376694598887,1.0816513486279358,1.255539688702206
1.6457832874544276,1.1787331761227469,0.26948701203479075,0.3992736737841301,0.5033802491779388,0.5766849193515171,0.7499480328809878,0.6659320542956895,0.8173758871362206,0.8865777613697465,0.9662142734974335,1.1056422282024139,0.4964107470568271,0.6015617098381586,0.6784848701235904,0.864328513436719,0.7720107474831566,0.9414654271296663,1.0216266091157375,1.117646095144269,1.2683153356192902
1.6553790149092769,1.1802873877704037,0.2771740287548779,0.4041686847364499,0.5079415477943695,0.5806766333161675,0.7522678593322785,0.6689388632182762,0.8170933750138575,0.8821845164323904,0.9637318825816311,1.103072578129733,0.4933036662045579,0.5990867591607774,0.6758936319175246,0.8594504012410726,0.7688124978021885,0.9391306903492525,1.0157253252850074,1.1116131972563676,1.2625745924800795
1.6585437679452257,1.191407247296165,0.267586321136715,0.38991010548906013,0.4922728424211882,0.5635015355937542,0.7349232400997593,0.6521974400267092,0.7990982679249993,0.8628405302253808,0.9420765640001985,1.0812363681252641,0.5129400612584559,0.621618556547218,0.6991664125681407,0.8867841204442803,0.7945590126264929,0.9637818962905987,1.0407285908279142,1.132361608632448,1.2831292370159355
1.5557112859301154,1.1533422467360335,0.2969767879432404,0.5839241973177562,0.7189945904473936,0.8087642835954414,1.0177720616995516,0.9179664493510649,1.0991266143738396,1.1803196808534158,1.266544580887773,1.388768358956551,0.3902565465648101,0.4925383873943172,0.566959333748277,0.7599218226515883,0.6636504911254678,0.8446298081194101,0.92905585460722,1.0154789035510776,1.1515473147439468
1.7210610849384778,1.1713412902054103,0.3234074780845608,0.4677264130391797,0.5841407546957738,0.6678655555545622,0.8720257995597774,0.772935713980107,0.953484908147907,1.034058807824685,1.1236576634945912,1.268936196143297,0.41988484349836314,0.534664144263312,0.6159292599486157,0.8081537813573226,0.7150953836369184,0.8879740769703418,0.9725003018912188,1.0577818923743147,1.1842713817688595
1.7195424761466835,1.1705420097960062,0.31893321071387515,0.46130657296988853,0.5768835265704676,0.6606411278960302,0.8632954469202156,0.7647914294356645,0.9442695954610156,1.0206883570557888,1.1096705737045716,1.2570164706380393,0.4240683249375978,0.53986922376735,0.6216825032917186,0.8153513446648564,0.7220576713201077,0.8942552490125713,0.9742608405290659,1.056435116754502,1.1868629480671504
1.7386119941516043,1.1771401465929765,0.31850906053583533,0.4544664600843467,0.5686743017364465,0.6517725687451469,0.8561430561475971,0.7562191680283864,0.9359497505735176,1.0178534605845213,1.1117752513956929,1.247950535231423,0.4247889838315409,0.5400146167007458,0.6197083031140133,0.8135101367729873,0.7194685024621792,0.893438196116436,0.971398542130935,1.0547742947221725,1.1878720669053602
